Turno	Data e hora	Pallets expedidos	Total de cargas	Em descida	Zona mista	Piso novo armazém	Fifo 1	Fifo 2	Fifo 3	Fifo 4	Fifo 5	Observação	Responsável	Dedutível	FPLOG EM ATRASO	Mapa em atraso	Odisseia em atraso
TURNO 1	23/09/2025	159	4	VARGINHA	FP LOG 899593317 - FATURADO 2 PLTS DE TESTE		ODISSEIA SJP 899834264- PEND SPLIT  ODISSEIA MP SJP 899834262/ 899782102- PEND. SPLIT	PARANÁ 899892476- PEND. BIPAR  AD. REGISTRO 23/09 899886922- PEND. BIPAR	SOBRA SGC 23/09 899887366- PEND. BIPAR VARGINHA- EM DESCIDA/EM SEPARAÇÃO	F1- AGUARDANDO DESBLOQUEIO QUALIDADE	F1- PEND. ESTORNO	LISTAS CRIADAS REFERENTE  ADERENCIA SGC 22/09  E 23/09 LISTA CRIADA REFERENTE AD. PARANÁ 22/09	Islani Marques				
TURNO 2	23/09/2025	342	13	BOTICA SP REMESSA 899834266 FP LOG REMESSA 899593408 AD. SGC 23.09	AD. PARANÁ 20.09 REMESSA 899899706 2 PLTS PARA TESTE	VAZIO	VARGINHA 23.09 - EM SEPARAÇÃO AD. SGC 23.09 - EM DESCIDA SOBRA SGC 23.09 REMESSA 899887366 - PEND. BIPAR	AD. REGISTRO 23.09 REMESSA 899886922 - PEND. BIPAR AD. REGISTRO 20.09 - PEND. SPLIT	VARGINHA 23.09 - PEND. CARREGAMENTO BOTICA SP - EM DESCIDA	F1 - 1 CARGA PRONTA PEND. CRIAR REMESSS	F1 - 2 FILEIRAS PEND. ESTORNO	PEND. SOLICITAR AD. VARGINHA 20.09 PEND. SOLICITAR AD. PARANÁ E SGC 22.09 PEND. SOLICITAR AD. PARANÁ 23.09	Ccarvalhosilva	0			
TURNO 3	24/09/2025	269	8	PARANÁ 24.09 AD. PARANÁ 23.09 (02 plts)  SJP 23.09 (899834257)	2. PALETES PARA TESTE ADERÊNCIA REGISTRO 20.09 (899905492) - P. BIPAR  ADERÊNCIA SGC 23.09 (899905565) P. BIPAR	DEDUTIVEL SOLIDOS DIVERSOS - PENDENTE SEPARAR	FP LOG (899593408) - PENDENTE TM FP LOG (899804198) - PENDENTE FATURAR  12 PALETES DE PARANÁ - EM DESCIDA	PARANÁ 24.09 - PENDENTE SEPARAR  AD.PARANÁ 20.09 (899899706) - PEN. BIPAR AD. REGISTRO 20.09 (899901490) - PENDENTE BIPAR  ADERÊNCIA REGISTRO 23.09 (899886922) - PEN. BIPAR	AD. PARANÁ 23.09 (899905469) - PEN. BIPAR AD. PARANÁ 22.09 (899905503) - PEND. BIPAR PALETES P/ ARMAZENAR  AD. VARGINHA 23.09 - TERMINAR SEPARAÇÃO	F1 - PALETES AGUARDANDO DESBLOQUEIO / CHECK (Sist: FIFO 4)	F1 - CARGA AGUARDANDO BAÚ (899905526)  F1 - PALETES P/ ESTORNAR	1 PALETE DE CANTONEIRA G - NO PISO DO GALPÃO NOVO  1 PALETE DE CINTA - NO PISO DO GALPÃO NOVO LISTA DO MAPA DIA 24/09 - PENDENTE CRIAR LISTA DE VARGINHA	Nicolly Araujo	26 - SOLIDOS DIVERSOS	14	624	30
TURNO 1	24/09/2025	190	5	SJP (899876514) 6 PLTS SJP (899834257) REGISTRO  5 PLTS AD. PARANÁ 17/09 2PLTS AD. SGC 17/09 VARGINHA  2PLTS AD. SGC 17/09 FP LOG  (899804221; 899818948; 899818983)	4 PLTS AD. SGC 23/09- PEND BIPAR  1 PLT AD. VARGINHA - EM DESCIDA  1PLT  SGC - EM DESCIDA		REGISTRO- EM DESCIDA  SJP (899876514)- EM DESCIDA/ EM SEPARAÇÃO	FP LOG  - PEND COLETA REGISTRO( 899911909)- PEND TM	AD VARGINHA 899910343- PEND. BIPAR  SJP (899834257)-EM DESCIDA/SEPARAÇÃO	VAZIO	F1- PEND ESTORNO		Islani Marques				
TURNO 2	24/09/2025	211	12	BOTICA SP REMESSA 899877555 FP LOG SGC AD. PARANÁ 24.09	SOBRA DE REGISTRO 24.09 - PEND. SEPARAR	SGC 24.09 - EM SEPARAÇÃO SGC 24.09 - PEND. CRIAR REMESSA	SJP REMESSA 899834257- PEND. COMPLETAR CARGA FP LOG - EM SEPARAÇÃO REGISTRO 24.09 - PEND. CRIAR REMESSA  AD. PARANÁ 24.09 - EM DESCIDA	SGC 24.09 - EM SEPARAÇÃO SGC 24.09 - PEND. BIPAR	BOTICA SP - EM DESCIDA VARGINHA - PEND. BIPAR	F1 - 1 CARGA PRONTA PEND. CRIAR REMESSA F1 - PLTS ITEM 90200 PARA ARMAZENAR (CONE VERMELHO)	F1 - 2 FILEIRAS PARA ESTORNAR	PEND. SOLICITAR AD. SGC 22.09  PEND. CRIAR LISTA 25.09 ITEM 90200 DE ESTOJO PARA ARMAZENAR - CAMPANHA DIA DAS MÃES	Ccarvalhosilva	0			
TURNO 3	25/09/2025	247	8	AD. REGISTRO 24.09 BOTICA SP (899877558)	SOBRA DE REGISTRO 24.09 (899927271) - PENT. BIPAR  02 PALETES P/ TESTE	VAZIO	SJP REMESSA 899834257- PEND. COMPLETAR CARGA FP LOG (899804221 / 899818948/ 899818983 - PENDT. FATURAR  FP LOG (899895097 / 899818647) - EM SEPARAÇÃO  AD. PARANÁ 24.09 (899927502) - P. BIPAR  AD. PARANÁ 17.09 (899920269) - P. BIPAR  FP LOG (899593445) - PEND. TM	BOTICA SP (899885578 / 899877556) - PENDENTE SPLIT	VAZIO	12 PALETES P/ ESTORNAR	F1 - 48 PALETES AGUARDANDO DESBLOQUEIO	PENDENTE SOLICITAR VARGINHA 24.09 PENDENTE SOLICITAR ADERÊNCIA DE SGC 24.09 1 PALETE DE CANTONEIRA G  05 BAÚS VAZIOS - PARA QUALQUER DESTINO	Nicolly Araujo	0	0	174	0
TURNO 1	25/09/2025	288	7	SOBRA VARGINHA 24/09 AD.SGC 24/09	1PLT AD. SGC 22/09  899928934- PEND BIPAR  4 PLTS DE C-PACK 13 PLTS DEDUTIVEL SÓLIDOS DIVERSOS- PEND ENVIAR PARA MP		FP LOG (899804221)- FATURADO  FP LOG (899818948/ 899818983)- PEND FATURAR FP LOG (899895097 / 899818647) - EM SEPARAÇÃO * AD. PARANÁ 24.09 (899927502) - P. BIPAR * AD. PARANÁ 17.09 (899920269) - P. BIPAR VARGINHA - EM DESCIDA  EXPORTAÇÃO SJP REMESSA 899834257- PEND. COMPLETAR CARGA	VARGINHA - PEND. CRIAR REMESSA VARGINHA 899935191- PENT. BIPAR	VARGINHA 899934742- PEND. TM	F1 899934599- PEND CARREGAR	F1 - 2 FILAS EM EXPEDE	EXPORTAÇÃO SERÁ CARREGADA EM VEICULO CF LOG QUE JÁ ESTA AQUI NA FABRICA. FORAM SERAPADOS 46 PLTS  DEDUTIVEL SOLIDOS DIVERSOS E CARREGAMOS 22PLTS  PEND CRIAR LISTA DO 25/09	Islani Marques	46			
TURNO 2	25/09/2025	238	8	NADA	2 PLTS PARA TESTE	VAZIO	FP LOG - PEND. FATURAR DEDUTIVEL - SEPARADO REGISTRO 25.09 - PEND. CRIAR REMESSA AD. PARANÁ 24.09 - PEND. BIPAR AD. PARANÁ 17.09 - PEND. BIPAR PARANÁ 25.09 - PEND. SPLIT	VAZIO	SOBRA REGISTRO 25.09 - PEND. CRIAR REMESSA	SGC 24.09 - PEND. BIPAR AD. SGC 22.09 - PEND. BIPAR	F1 - 1 CARGA PRONTA PEND. CRIAR REMESSA	LISTA DE VARGINHA E PARANÁ 25.09 PRONTAS	Ccarvalhosilva	0			
TURNO 1	27/09/2025	211	7	AD. VARGINHA 24/09	2 PLTS PARA TESTE 01 CAIXA AD. SGC (PEND. ESTORNAR)	VAZIO	VARGINHA - PEND. SEPARAR PARANÁ 25/09 (899972757) - PEND. TM REGISTRO 25/09 (899972889) - PEND. TM	SOBRA VARGINHA 25/09 - PEND. SEPARAR	VARGINHA 25/09 - PEND. CRIAR REMESSA (39 UCS - FIFO 2A) SJP REMESSA 899961269 - EM CARREGAMENTO	AD. SGC 24/09 (899969745) - PEND. TM AD. SGC 24/09 (899941136) - PEND. BIPAR AD. SGC 22/09 (899928934) - PEND. TM	VAZIO	PEND. CRIAR LISTA SGC 25/09 PEND. MAPEAR AD. REGISTRO 25/09 SOLICITAR 22 PALLETS DEDUTÍVEL PAPEL	Sandy Santos	PEND. SOLICITAR 22 PALLETS PAPEL (CARREGAMENTO 30/09)			
TURNO 1	29/09/2025	242	6	EXPORTAÇÃO REMESSA 899954048 AD. VARGINHA 25/09	AD. PARANÁ 25/09 (900000778) - PEND. BIPAR EXPORTAÇÃO EM DESCIDA 2 PLTS PARA TESTE	VAZIO	FPLOG - PEND. FATURAMENTO SGC SOBRA 25/09 (86023562) - PEND. CARREGAMENTO SGC 27/09 (900001830) - PEND. CARREGAMENTO VARGINHA 27/09 - PEND. CRIAR REMESSA	AD. VARGINHA 24/09 (900006556)- PEND. SPLIT  VARGINHA 27/09 (900006685) - PEND. SPLIT AD. REGISTRO 25/09 - PEND. CRIAR REMESSA (FIFO 1) SOBRA REGISTRO 27/09  - PEND. CRIAR REMESSA (FIFO 2)	SOBRA VARGINHA 27/09 - PEND. SEPARAR AD. VARGINHA 25/09 - EM DESCIDA SGC EM CARREGAMENTO	SOBRA SGC 27/09 - PEND. SEPARAR F1 - 41 PALLETS NO FIFO 4 PALLETS ESTOJO PEND. ESTORNO		PEND. ATUAR ADERÊNCIA SGC E PARANÁ 25/09	Sandy Santos	PEND. SOLICITAR 22 PALLETS PAPEL			
TURNO 2	29/09/2025	302	14	AD. REGISTRO 27.09 BOTICA SP REMESSA 899877560	SOBRA AD. DE SGC 25.09 - PEND. SEPARAR DEVOLUÇÃO SILGAN - AG. COLETA	VAZIO	FP LOG - PEND. S4 (CHAMADO ABERTO) FP LOG - PEND. DESBLOQUEIO SJP REMESSA 899834257 - PEND. BIPAR VARGINHA 29.09 - FALTAM SEPARAR 2 PLTS  SOBRA DE VARGINHA 29.09 - PEND. SEPARAR AD. PARANÁ 24.09 - PEND. BIPAR AD. PARANÁ 25.09 - PEND. BIPAR	AD. REGISTRO 24.09 - PEND. BIPAR AD. REGISTRO 25.09 - PEND. BIPAR SOBRA REGISTRO 27.09 - PEND. BIPAR BOTICA SP - EM SEPARAÇÃO	SGC - PEND. SPLIT	F1 - 1 FILA PEND. ESTORNO F1 - 1 CARGA PRONTA PEND. CARREGAMENTO	F1 - 1 CARGA PRONTA PEND. CRIAR REMESSA	AD. VARGINHA E PARANÁ 25.09 - PEND. SOLICITAR AD. SGC E VARGINHA 27.09 - PEND. SOLICITAR	Ccarvalhosilva	0			
TURNO 3	30/09/2025	283	9	BOTICA SP - 899877559 ADERÊNCIA VARGINHA 29.09  SJP 29.09 (899956968)	ADERÊNCIA SGC 25/09 (900019227) - P. BIPAR  ADERÊNCIA SGC 27.09 (900019083) - P. BIPAR  AD. SGC 25.09 (900018384) - PENDENTE BIPAR PALETES DEVOLUÇÃO - AG COLETA	VAZIO	FP LOG - PEND. S4 (CHAMADO ABERTO) FP LOG - PEND. DESBLOQUEIO SJP REMESSA 899834257 - PEND. BIPAR 23 PALETES DEDUTIVEL - PAPEL  ADERÊNCIA DE VARGINHA - EM DESCIDA / SEPARAÇÃO	SOBRA DE PARANÁ 29.09 (900019567) - PENDENTE BIPAR	PARANÁ (900019463) - PENDENTE BIPAR  ADERÊNCIA PARANÁ 25.09 (900000778) - PENDENTE BIPAR  ADERÊNCIA PARANÁ 24.09 (900015907) - PENDENTE BIPAR	F1 - 48 PALETES - PENDENTE PICKING (900019433)  F1 - 1 FILEIRA ESTORNARDA NO EXPEDE	F1 - CARGA AGUARDANDO BAÚ ( 900017773) F1 - 1 FILEIRA PENDENTE ESTORNO	6 BAÚS DISPONIVEIS: 2 P/ SGC + 4 PARA QUALQUER DESTINO  SOLICITAR ADERÊNCIA DE PARANÁ 29.09  ODISSEIA MAPEADO - PENDENTE SOLICITAR SGC 29.09 - P. SOLICITAR	Nicolly Araujo	23 PALETES	0	172	30
TURNO 1	30/09/2025	313	8	BOTICA SP 899877562, 900024783 SGC 29/09 PARANÁ 30/09	SGC- PEND SEPARAR AD. PARANA- PEND. SEPARAR 1PLT VARGINHA		FP LOG - PEND. S4 (CHAMADO ABERTO) FP LOG - FATURADA  BOTICA SP- EM DESCIDA  17PLTS DE DEDUTIVEL DE VIDRO  VARGINHA - EM CARREGAMENTO  SOBRA DE PARANÁ 29.09 (900019567) - PENDENTE BIPAR SGC- EM DESCIDA	SGC 900027777- PEND. BIPAR	SGC- EM DESCIDA  SGC- PEND. CRIAR REMESSA	SGC- PEND SEPARAÇÃO F1 (900027428)- EM  CARREGAMENTO	F1- PEND. CRIAR REMESSA	Chamado aberto para Botica SP 899877559 TU não esta integrando no EWM Pendente solicitar dedutível que irá carregar amanhã no primeiro turno.	Islani Marques				
TURNO 2	30/09/2025	339	13	AD. PARANÁ 30.09 SGC 30.09 SJP - EM DESCIDA	SOBRA DE VARGINHA 30.09 - PEND. BIPAR PLTS DE DEVOLUÇÃO - AG. COLETA	SJP REMESSA 899834257 - PEND. BIPAR SJP - EM DESCIDA BOTICA SP - EM CARREGAMENTO	FP LOG - PEND. COLETA FP LOG - PEND. S4 SOBRA SGC 29.09 - PEND. SPLIT SGC 30.09 - PEND. SPLIT SGC 30.09 - PEND. CRIAR REMESSA	SGC 30.09 - EM SEPARAÇÃO REGISTRO - EM CARREGAMENTO	SOBRA DE REGISTRO 30.09 - EM SEPARAÇÃO	F1 - 1 CARGA PRONTA PEND. REMESSA	F1 - EM SEPARAÇÃO	LISTA CRIADA 01.10 PEND. MAPEAR AD. SGC E REGISTRO 29.09 PEND. MAPEAR AD. VARGINHA, SGC E REGISTRO 30.09	Ccarvalhosilva	0			
TURNO 3	01/10/2025	394	11	SGC 01/10  ADERÊNCIA VARGINHA 29/09 (01 PLT)	SOBRA DE VARGINHA 30.09 - PEND. BIPAR  PLTS DE DEVOLUÇÃO - AG. COLETA 01 PALETE P/ TRANS  AD. PARANÁ 29.09 (Sist: FIFO2A) - P. CRIAR REMESSA	22 PALETES DE DEDUTIVEL PAPEL	FP LOG - AGUARDANDO DESBLOQUEIO  FP LOG - PEND. COLETA FP LOG - PEND. S4 SGC 01/10 - EM DESCIDA	SGC 01.10 (900042394) - PENDENTE BIPAR  SOBRA SGC 30.09 (900041871) - P.  AD. SGC 29.09 (900042349) - P. BIPAR SGC 01.10 (900042358) -   P. BIPAR  SGC 01.10 - EM DESCIDA	AD. VARGINHA 29.08 (Sist: FIFO3) - P. CRIAR REMESSA SGC 01.10 (900042266) - P. CARREGAR	F1 - CARGA P/ CARREGAR (900041727) - BAÚ NA DOCA COM DEFEITO  F1 - PENDENTE ESTORNO	F1 - AGUARDANDO BAÚ (900042208)	ADERÊNCIA 30.09 - MAPEADA PENDENET SOLICITAR  BAÚ DA LOGIC NA DOCA 5 PENDENTE MOVIMENTAÇÃO P/ OUTRA DOCA PENDENTE CRIAR REMESSA DE AD. PARANÁ E VARGINHA 29.09	Nicolly Araujo	22 PALETES	0	0	0
TURNO 1	01/10/2025	166	4	FP LOG 899672025 AD. VARGINHA 30/09 PARANÁ	C-PACK  DEVOLUÇÃO-AG COLETA  AD. PARANÁ 30/09 900041702- PEND. BIPAR SOBRA DE VARGINHA- EM DESCIDA	22 PALETES DE DEDUTIVEL PAPEL	FP LOG - EM DESCIDA  FP LOG - ERRO NA NF  VARGINHA ETIQUETA BRANCA 900050583/ 900036932- PEND BIPAR  VARGINHA ETIQUETA AMARELA PEND. CRIAR REMESSA/ AD VARGINHA 900046949- PEND. BIPAR	AD. PARANÁ 29/09 900050341- PEND. BIPAR  AD. PARANÁ 30/09 900041702- PEND. BIPAR PARANÁ- EM DESCIDA	SGC (FIFO3A)- EM SEPARAÇÃO	SGC- EM SEPARAÇÃO	F1 900051389-PEND. DUPLO CHECK F1- PEND ESTORNO		Islani Marques				
TURNO 2	01/10/2025	101	3	AD. SGC 30.09 SJP REMESSA 900012963	SOBRA DE VARGINHA 01.10 - PEND. BIPAR  AD. VARGINHA 30.09 - PEND. SEPARAR DEVOLUÇÃO SILGAN	VAZIO	FP LOG - FATURADO  FP LOG - PEND. S4 VARGINHA - PEND. CARREGAMENTO SJP - EM DESCIDA AD. SGC 30.09 - EM DESCIDA	PARANÁ - PEND. REMESSA AD. SGC 30.09 (1 FILEIRA) - EM DESCIDA	SGC - PEND. CARREGAMENTO	SGC 01.10 - PEND. REMESSA	F1 - 1 CARGA PRONTA PEND. REMESSA F1 - 1 FILEIRA PARA ESTORNAR	PEND. SOLICITAR ADERÊNCIAS 29.09 E 01.10 3 PLTS NAÁREA DE DIVERGÊNCIA PARA ENVIAR NA CARGA DE SJP	Ccarvalhosilva	0			
